,title,onion
5754,Temp Puts Extensive Knowledge Of Alphabet To Good Use,1
5755,Company's Sexual-Harrassment Policy Targets One Employee,1
5756,Your Horoscopes,1
5757,American Robot's Job Outsourced To Overseas Robot,1
5758,Local Welder Suffering From Welder's Block,1
5759,Twitter Creator On Iran: 'I Never Intended For Twitter To Be Useful',1
5760,"Area Man Busts His Ass All Day, And For What?",1
5761,Ants Demand 23.9-Hour Workday,1
5762,Area 18-Year-Old Demands Right To Be Sexually Harassed In The Workplace,1
5763,"Wal-Mart To Employ 80,000 Iraq War Veterans As Greeters",1
5764,Brilliant Scientist Trying To Get Word Out About Penis-Enlargement Breakthrough,1
5765,Recession Forces U.S. To Dip Into Guam,1
5766,Camp Counselors Arrive Early For 2 Weeks Of Sex,1
5767,President Obama Takes Ride In FDR's Wheelchair,1
5768,Duh…I'm Stupid! vs. No! That's Not Me!,1
5769,Your Horoscopes,1
5770,Report: 90% Of Waking Hours Spent Staring At Glowing Rectangles,1
5771,Health-Conscious State Fair To Offer Steamed Twinkies,1
5772,Meat Shelf Breaks Free Of Iowa,1
5773,35 Years Of Manhood Summoned To Open Tight Bottle Cap,1
5774,Honest Pizza Place Admits To Making 19th Best Pizza,1
5775,"Bee Stuck Between Screen Door, Front Door Going Fucking Nuts",1
5776,Son Remembers Time When It Was Father Throwing Him In The Air,1
5777,Neighbor Report Calls Them Walker Boys No Damn Good,1
5778,Mom Really Funny Today,1
5779,Your Horoscopes,1
5780,Russia Takes Control Of Struggling Burger King Chain,1
5781,Area Cousin Graduates To Little Fanfare,1
5782,"Coalition Of Hobos, Raccoons Collapses Over Meaty Bone",1
5783,Grown Woman Flirts At Grade School Level,1
5784,New Homely Doll To Improve Self-Image Of Young Girls,1
5785,'Scientific American' Somehow Makes A Woman Feel Bad About Her Body,1
5786,Area Man Not At All Pleased To Be In Lion Costume,1
5787,Supreme Court Executioner To Retire,1
5788,Drugs In America,1
5789,Your Horoscopes,1
5790,God Checks Into Mayo Clinic For Routine Physical,1
5791,Archaeologists Discover World's First Guy Named Marty,1
5792,Man Who Lost Leg To Whale Decides To Let It Go,1
5793,Elk Majestically Tramples 3,1
5794,China Leaks Preemptive Apology For Shooting Down Space Shuttle,1
5795,Supreme Court,1
5796,Maker Of Dixie Cups Debuts New Line Of Paper Cookware,1
5797,Record Number Of Americans Settling For Sex At Home,1
5798,KFC No Longer Permitted To Use Word 'Eat' In Advertisements,1
5799,New DNA Evidence Forces Investigators To Reopen Nancy Drew Mystery,1
5800,Nation Gears Up For Annual Carny Migration,1
5801,Run-Down Amusement Park Owner Now Lives Out Of Bumper Car,1
5802,Chinese Stuff Live Panda Into Time Capsule,1
5803,New Netpix Service Sends Unlimited Photographs For Monthly Fee,1
5804,New Strain Of Alan Starzinski Flu Traced Back To Alan Starzinski,1
5805,Marijuana Legalized 2 Days After Advocates Put On Neckties,1
5806,Monument Designer To See If Some Other Country Wants To Buy Rejected War Memorial,1
5807,CIA Capture The Flag Game Inadvertently Overthrows President Hugo Chavez,1
5808,New Prescription Fish Tank Eliminates Need For Glasses While Looking At Fish,1
5809,Your Horoscopes,1
5810,President Obama Vetoes Mutant Registration Act,1
5811,Department Of Labor Spends $40 Billion To Create One Amazing New Job,1
5812,New 26-Foot Micro Marathon Hailed As Future of Running,1
5813,Paranoid Optimist Just Knows Someone Is Out To Get Him A Present,1
5814,Auto Dealer Saving All The Good Cars For Himself,1
5815,Nike Introduces New Intercourse Shoe,1
5816,Space Station Crew Members Deny Throwing Things At Sweden,1
5817,Ask A Wife Helping Her Husband Back A Camper Into A Park Site,1
5818,Life Choices Leading Area Man To Career In Self-Storage,1
5819,College Student Gradually Becomes Townie,1
5820,U.S. Interstate System To Create One Massive Rest Area,1
5821,"Report: Majority Of Pay Phone Conversations Begin, End In Tears",1
5822,Your Horoscopes,1
5823,Classmates.com Employees Don't Have Heart To Tell CEO About Facebook,1
5824,Chicken-Shit Asteroid Veers Away At Last Minute,1
5825,Pacific Island Volcano Erupts With Force Of 300 Vin Diesels,1
5826,Cult Leader Wants To Lead More Normal People To Their Deaths,1
5827,Selfish Scientists Won't Share New Findings,1
5828,Vindictive Movie Studio Threatens To Make 'Coyote Ugly' Sequel,1
5829,Sun Goes Out For A Few Seconds,1
5830,Police Detective Subjects His Own Faith In God To Rough Questioning,1
5831,"Your Horoscopes - Week of April 10, 2012",1
5832,Yellowstone National Park Hires Plumber To Fix Clogged Geyser,1
5833,Cat Given Benefit Of Doubt Again,1
5834,Mrs. Butterworth Scientists Engineer More Absorbent Pancake,1
5835,Rookie Defense Attorney Takes Overruled Objection Personally,1
5836,Your Horoscopes,1
5837,Sherpa Who Led Neil Armstrong To Moon Dead At 71,1
5838,Kidnappers Running Out Of Fingers To Send,1
5839,New Video Game Technology Finally Allows Rendering Of Smaller Breasts,1
5840,Stunned Supporter Finally Leaves McCain Victory Party,1
5841,Jetliner Briefly Passes Through Heaven,1
5842,Craigslist Server Contracts HPV,1
5843,Obama Maintains Cool Demeanor While Reading End Of 'Old Yeller' To Schoolkids,1
5844,FEMA Unveils Nationwide Phone Tree In Case Of Emergency,1
5845,G-175 Nations Convene To Discuss How Things Can't Possibly Be Any Worse,1
5846,Misogynist Gets Laid,1
5847,Passed-Out Guy On Front Lawn Better Not Be Dead,1
5848,Area Showoff Sets Sights On Hula Hoop,1
5849,New York Times 'Faces Of The Dead' Editor Just Needs A Couple More To Fill Out Corner,1
5850,Pushpin Industry Thriving In Recession,1
5851,Hypothermic Stripper Nearly Dies Inside Ice-Cream Cake,1
5852,Unbelievably Cool Group From High School Still Unbelievably Cool,1
5853,God Makes Surprise Visit To Local Church,1
5854,Unemployed Coroner Opens Autopsy Stand,1
5855,Simple Tips For A Greener House,1
5856,Your Horoscopes,1
5857,Director For ASPCA Commercial Demands Sadder Looking Dogs,1
5858,2-Week Bender Just Flies By,1
5859,Collapse Of Wayne Industries Forces Batman Into Late-Night Infomercials,1
5860,Area Woman's Safety Net Braces For Another Impact,1
5861,Area Woman Finds Nude Sculpture Of Herself At Shady Art Show,1
5862,Your Horoscopes,1
5863,Chrysler Bags Together Day-Old Sebrings For Discount,1
5864,Advertising Firm Unveils New Mute-Resistant Commercials,1
5865,Michael Bay Signs $50M Deal To Fuck Up 'ThunderCats',1
5866,Belief In Guitar God Gets Area Guitarist Through Each Day,1
5867,Amateur Metallurgist Always Ready To Melt Things Down,1
5868,Boss Gets Into Groove After 3rd Round Of Layoffs,1
5869,Homeless To Phase Out Dimes By 2011,1
5870,Diabetic Roommate Uses All The Insulin Again,1
5871,Obama Accused of High-Sticking In Bicameral Hockey Playoffs,1
5872,Inept Coworker Increasingly Difficult To Fantasize About,1
5873,Global Economy Faces New Threat From Below,1
5874,Your Horoscopes,1
5875,Giant Protest Puppet Kills Dozens Of Peace Drummers,1
5876,"Panicked, Sweat-Covered Pope Reverses Longstanding Ban On Abortion",1
5877,Florida Woman Getting Pale For Vacation In Minnesota,1
5878,Arthritic Driver Finally Flips Off Pedestrian,1
5879,Incredible 'Business-Man' Has Salary Of 10 Regular Men,1
5880,Former Tallest Kid In Class Should Have Done More With It,1
5881,Hush Falls Over Prison Population As Madoff Stabs Cellmate In Throat,1
5882,Sex-Crazed Dandelion Cross-Pollinates Entire Neighborhood,1
5883,Another Piece Of Drum Kit Claimed By Recession,1
5884,Your Horoscopes,1
5885,Area Man Really Should Do Something About That Shattered Thighbone,1
5886,Renowned Hoo-Ha Doctor Wins Nobel Prize For Medical Advancements Down There,1
5887,Endless Stream Of Excuses Pours Out Of Area Man,1
5888,Father's Ghost Still Neglects His Daughter,1
5889,Man Says This Is The Year He Stops Eating Bologna,1
5890,"800,000 Fijians Rescued From An Island",1
5891,Six Flags To Scale Down Its Biggest Roller Coaster To Reflect Today's Economic Climate,1
5892,Congressional Swap Meet Erupts In Chaos,1
5893,Your Horoscopes,1
5894,Army Platoon Hires Day Laborers To Fill Out Patrols,1
5895,98% Of Babies Manic-Depressive,1
5896,Local Cow Has Exceptional Milk Day,1
5897,Area Woman Thought Motherhood Would Be A Breeze After Raising 4 Cats,1
5898,Office Worker Suddenly Becomes Sentient,1
5899,Area Man Picks Wrong Time For Leukemia,1
5900,Internet To Reduce E-Mail Delivery To 6 Days A Week,1
5901,God Unveils New Species As Demand For Humans Declines,1
5902,Your Horoscopes,1
5903,U.S. Economy Gunned Down In Gas Station Robbery,1
5904,Getting Randomly Picked To Make Half-Court Shots Now Best Way To Earn Living,1
5905,Area Man Overcomes Relaxing Battle With Sedatives,1
5906,Whale Christ Feeds Whale Masses With Single Krill,1
5907,20-Page Stapling Ends In Tragedy,1
5908,Sleazy Health Insurance Covers Any Doctor's Visit They Can Watch,1
5909,Area Man Prepares For Risky 20-Page Stapling,1
5910,Year Of Law School Now Mandatory For Nation's 25-Year-Olds,1
5911,Obama Takes Surprise Caller During Weekly Radio Address,1
5912,FDA Approves Salmonella,1
5913,Your Horoscopes,1
5914,Obama Narrowly Survives Carnivorous Section Of Rose Garden,1
5915,Family Heirloom Passed Down To Pawn Shop Owner,1
5916,Rise In Rent Forces Local Taco Bell To Take On Roommate,1
5917,Niagara Falls Discontinues Famous Plunging School Bus Ride,1
5918,Aging Seeing-Eye Dog Purchases Seeing-Eye Squirrel,1
5919,"Husband, Wife Unaware They Are A Comedy Team",1
5920,Obese Billionaire Opens World's Largest Gravy Park,1
5921,Area Man Thinks He Was Fired Because Of Recession,1
5922,San Francisco Historians Condemn 1906 Earthquake Deniers,1
5923,Obama Calls On Nation To Put In One Solid Day Of Work,1
5924,"Rare Species Of Frog May Hold Cure To...Ah, Never Mind, It's Extinct",1
5925,Tales Of Long-Past Managerial Triumph Ring Out From Area Sauna,1
5926,Congress Establishes New Department Of Finding Change On The Ground,1
5927,Your Horoscopes,1
5928,Iranian Jaywalker Sentenced To Public Graveling,1
5929,Olde English Introduces 40-Ounce Malt Liqueur,1
5930,Primatologist Dethrones Alpha-Male Baboon,1
5931,Area Mooning Goes Unnoticed,1
5932,Loud Squawking Crow Forces FAA To Ground All Flights Indefinitely,1
5933,Bill Clinton Reveals Conjoined Twin,1
5934,Man Finally Unpauses 'Super Mario Bros.' After 18 Years Of Chores,1
5935,Your Horoscopes,1
5936,Australian WIldfires Spur Large Increase In Flaming Animal Attacks,1
5937,Manifesto Suddenly Veers Into Lack Of Nearby Burrito Stands,1
5938,Area Conservationist Wastes His Breath,1
5939,Norway Returns To Pillage-Based Economy,1
5940,Surgeons Successfully Reconstruct Man's Face Using Leftover Fingers,1
5941,Your Horoscopes,1
5942,FDA Prepares Nation For Switch To Digital Food Format,1
5943,Roiling Mass Of Snakes To Receive $160 Billion In Government Stimulus,1
5944,Political Friendships,1
5945,Area Man Bores Pants Off Date,1
5946,U.S. Teens Lead World In Pregnancy-Test Scores,1
5947,Emoticon Typo Commits Woman To 2nd Date,1
5948,Man Convinces Girlfriend To Join 'Trapped Half Mile Underground' Club,1
5949,K-Y Introduces New Line Of Jam,1
5950,Talking Sex Toy To Spice Up Relationships,1
5951,Scientists Teach Drug-Addicted Bee To Perform Oral Sex For Cocaine,1
5952,"I Wish I'd Spent Valentine's Day Eating A Prix Fixe Dinner, But I Was Too Busy Getting Beheaded",1
5953,Your Love Horoscopes,1
5954,14 Sperm Bank Workers Drown In Tragic Spill,1
5955,Sex & Romance,1
5956,Sales Team Transforms Itself Into Giant Robot Sales Tiger,1
5957,Investigators Still Sorting Out 4-Hearse Crash,1
5958,Growing Up,1
5959,Unidentified Source Never Knows When To Leave,1
5960,"Years Of Networking, Glad-Handing Sabotaged By Coworker's Good Idea",1
5961,Annoying Stickler Insists On Every Detail Of Space Mission Being Exactly Right,1
5962,Ask A Wise Old Navajo Man Who Could Really Go For A Hamburger Right Now,1
5963,Polamaluesque Puppy Dominates Puppy Bowl,1
5964,Village In Nepal Constructed Entirely Of Frozen Mountain Climbers,1
5965,Weeklong Dishwasher Failure Forces Man To Drink Out Of Muffin Tray,1
5966,Your Horoscope,1
5967,"AT&T Lays Off 30,000 Automated Operators",1
5968,Fort Knox Receives $85 From Cash4Gold,1
5969,Area Man Gets Badass Community Service Tattoo,1
5970,"357 Maharishis Missing, Feared Dead In Astral Plane Crash",1
5971,Heartbroken Demolitions Expert Throws Himself Into His Work,1
5972,Genetic Experiment Goes Horribly Right,1
5973,Entire U.S. Stealing Cable TV From Greg,1
5974,The Israeli Conflict Is Far Too Nuanced And Complex To Sum Up In One Op-Ed/Not If You Hate Jews!,1
5975,Local Man's Seizure Was Coolest Thing Anyone's Ever Seen,1
5976,Your Horoscope,1
5977,Disney Puts On Magical Parade Of Layoffs,1
5978,Search Area For Remote-Controlled Plane Expanded To Bushes,1
5979,Species Makes Unwelcome Comeback,1
5980,The Rise Of Obama,1
5981,Man Always Attempts To Intercept Tossed Things,1
5982,"CEO Lays Off 5,000 Workers To Impress Girlfriend",1
5983,No One At White House Knows What To Do With Old Pair Of Rumsfeld's Pants,1
5984,Your Horoscope,1
5985,Vacation To Israel Canceled Due To History Of Israel,1
5986,Area Man Not For The Squeamish,1
5987,United Flight Crew Hits Up Passengers For Gas Money,1
5988,Coca-Cola Scholarship Just 15 Cases of Coke,1
5989,Lesser Piece Of Paper Used To Test Pen's Viability,1
5990,Neighborly Days Inn Guest Brings Welcome Basket To New People Across Hall,1
5991,Facebook Friend Apparently Dead Now,1
5992,Roommate Invited To Join Suicide Pact Out Of Politeness,1
5993,Lazy Nation Fears Obama Will Create Millions Of Jobs,1
5994,Your Horoscope,1
5995,Startled Print Consultant Shoots Ink At Coworkers,1
5996,What Should Have Been Waffles Eaten For Breakfast,1
5997,97th Birthday Celebrated With Nurses Who Just Happened To Be On Duty,1
5998,Roommate Eats Emergency Preparedness Kit,1
5999,Powerful Rest And Fluids Industry Influencing Doctors' Treatment Of Colds,1
6000,Vice President Cheney Seen Dragging Egg Sac Through West Wing,1
6001,People In Commercial Having More Fun With Camera Than Humanly Possible,1
6002,"New High-Tech Laugh-O-Meter Can Measure 1/1,000th Of A Titter",1
6003,Your Horoscope,1
6004,Scientists Discover Pumpkin-Pie-Based Cancer Cure,1
6005,Survival Of Autoerotic Asphyxiation Closest Thing Man Got To Christmas Miracle,1
6006,NASA Embarks On First Mission To Iowa,1
6007,Roomba Continues Gathering Evidence Against Human Captor,1
6008,Bomb Sniffing Dog Humps Bomb Defusing Robot,1
6009,Voice Recognition Software Yelled At,1
6010,Super Bladder Improves Urination Process,1
6011,Super Monkey Collider Loses Funding,1
6012,NASA Baffled By Failure Of Straw Shuttle,1
6013,New U.S. Military Helicopter Too Beautiful To Use In Combat,1
6014,Legendary Duck Survives Another Hunting Season,1
6015,Jesus Answers Half The Prayers At Area Roulette Table,1
6016,Wife's Shortcomings Laid Bare By Female Sportscaster,1
6017,Retired Marathon Runner Discovers Eaters High,1
6018,Man Hit With Bat Needs A Minute,1
6019,Longtime Recreational Eater Turns Pro,1
6020,Area Hunter Only Does It For The Jerky,1
6021,Animal-Control Officer In Way Over His Head,1
6022,Area Man Thinks His Insurance Company Is Awesome,1
6023,Thousands Of Astronauts Cling To Side Of India's First Moon Mission,1
6024,Political Goals For 2009,1
6025,Politics 2008 In Review,1
6026,Outgoing First Lady Laura Bush Shows Michelle Obama Secret White House Bone Closet,1
6027,Housing Crisis Vindicates Guy Who Still Lives With Parents,1
6028,WaMu Files For ChapLev,1
6029,China Recalls Everything,1
6030,A Commercial For Mortgages That Looks Like A News Report,1
6031,Scientists Warn Large Earth Collider May Destroy Earth,1
6032,Astrological Predictions For 2009,1
6033,North Korea Releases New Paintings Of Healthy Kim Jong Il,1
6034,Eli Manning Wins Biggest Game Of Tom Brady's Life,1
6035,CIA's Plot To Wait Out Fidel Castro's Regime Comes To Fruition,1
6036,New Hubble Peephole Can See Into Women's Showers,1
6037,Dating,1
6038,Attempted Murderer Gave It His Best Shot,1
6039,145-Pound Mom,1
6040,Cranberry Juice Industry Hoping 2009 A Big Year For Urinary Tract Infections,1
6041,Manager Achieves Full Mastery Of Pointless Managerial Jargon,1
6042,Saudi Arabia Extends Equal Rights To Bearded Ladies,1
6043,Mrs. Dr.,1
6044,Lie To Cover Surprise Party Sounds More Fun Than Surprise Party,1
6045,Visiting Priest Shows Family How Grace Is Done,1
6046,Either Someone 14th Caller Or Everything On Fire At Spanish Radio Station,1
6047,Bush Picks Laser Background For Presidential Portrait,1
6048,Your Horoscope,1
6049,Gingerbread Man Assassination Triggers All-Out Baking War,1
6050,Local Man Buys Ford Focus Just To Use Dealer's Men's Room,1
6051,Faith-Based TV-Repair Shop Severely Backed Up,1
6052,White House Séance Fails To Contact Spirit Of Ronald Reagan,1
6053,Your Fifth-Grade Dance Recital,1
6054,Heroic Shark Eats Child-Molesting Surfer,1
6055,The Show You'd Rather Watch Than 'Meet The Press',1
6056,Grape-Flavored Vodka Makes Vodka-Time More Fun,1
6057,Long-Standing Conflict Ends As Israel Returns Lawn Mower To Palestine,1
6058,Department Of Justice Adds Mounted Prosecutors,1
6059,T-Shirt Machine Gun To Change The Face Of Promotional Warfare,1
6060,Your Horoscope,1
6061,Jesus Returns To Give Consumers Christmas Pep Talk,1
6062,Department-Store Santa Told To Push Chinaware,1
6063,American Airlines Now Charging Fees To Non-Passengers,1
6064,Technical Preschool Teaches Welding To Kids,1
6065,Highest Blender Setting Successfully Drowns Out Jamba Juice Employee,1
6066,Childless Couple Seriously Thinking About Abducting,1
6067,Connecticopulation,1
6068,Wal-Mart's Prices Undercut By Wal-Mart Dumpster,1
6069,Anthony Bourdain: No Reservations,1
6070,Man With Apple Hovering In Front Of Face Sues René Magritte's Estate,1
6071,Area Man Sneaks Own Balloon Into Macy's Thanksgiving Day Parade,1
6072,Area Man Sneaks Own Balloon Into Macy's Thanksgiving Day Parade,1
6073,Ask A Guy Who Knows A Little Bit About Dealing With These Lawyer Types,1
6074,Vice President Cheney Burns Down White House Aviary,1
6075,GM Covered With Giant Tarp Until It Has Money To Work On Cars Again,1
6076,Your Horoscope,1
6077,"American Bar Association Recalls 230,000 Defective Lawyers",1
6078,Oncologist Keeps Variety Of Citrus Fruits To Use As Visual Aids,1
6079,Ghost Of Ted Knight Signs On As New Voice Of God,1
6080,Veteran Who Stormed Beach At Normandy Still Getting Laid Because Of It,1
6081,Will Wayne Knight Do It?,1
6082,"New Pain-Inducing Advil Created For People Who Just Want To Feel Something, Anything",1
6083,Phil's Party Reminds Area Man Why He Doesn't Go To Phil's Parties,1
6084,Cory In The House,1
6085,Teenage Katrina Survivor Wins Yet Another Essay Contest,1
6086,Fit Of Anger Turns Dairy Farmer Into Beef Farmer,1
6087,Area Father Proves Tree Fort Is Not As Strong As Son Claims,1
6088,Your Horoscope,1
6089,Bioengineers Outsmarted By Strain Of Intelligent Wheat,1
6090,Intern Sent To Testify Before Congress For The Experience,1
6091,According To Jim,1
6092,Area Man Goaded Into Climbing Mt. Everest,1
6093,Blistex Executive Makes Fool Of Himself At Lip-Balm Conference,1
6094,New Robot Salesman Practically Sells Itself,1
6095,Built For Speed,1
6096,You Now President Of Argentina,1
6097,K9 Cops,1
6098,Nebraska Lawmakers Ban Sex In Grain Elevators,1
6099,Warren Buffett Finds $30 Million In Change In Couch,1
6100,Coworker Has That Excuse That's Going Around,1
6101,Your Horoscope,1
6102,Obama Vows To Wipe Out Llamas,1
6103,Area Man Traces Bad Eating Habits Back 6 Generations,1
6104,Romantic Hostage Negotiator Offers Bank Robbers Moon And Stars,1
6105,God Returns From 2-Millennium-Long Vacation,1
6106,Oi! The Americans 'ave Picked A President!,1
6107,Dead Whale Buried In Aquarium's Backyard,1
6108,Blue Angels' Online Application,1
6109,The Cauldron Of History,1
6110,All The Electric Premonition That Rides The Sky Being A Drama Of Human Devising,1
6111,Michael Dewley Through The Years,1
6112,A Message From FBI Agent Lucas Emerson,1
6113,Bag Of Chips Explodes On Its Own,1
6114,Your Horoscope,1
6115,Millions Of Voters Refuse To Exit Polls,1
6116,"Here's How You Win An Election, Mr. McCain",1
6117,48-Hour Internet Outage Plunges Nation Into Productivity,1
6118,Last Great Party Of Man's Life Results In First Child,1
6119,At The Movies,1
6120,Area Man To Raise Dead Brother's Plants As His Own,1
6121,MythReinforcers,1
6122,Tiny Frankfurter Appetizes Local Man,1
6123,"Please, Someone Do Something About Prison Sodomy",1
6124,Who's Going To Do Something About Prison Sodomy?,1
6125,Jet Li Hugs 3 Friends At Once,1
6126,Your Horoscope,1
6127,"Bob Barr On Two-Party System: ""Waaah! Waaah!""",1
6128,Granite State Blues,1
6129,Microsoft Ad Campaign Crashing Nation's Televisions,1
6130,Bill Clinton Starts Own Presidential School,1
6131,Report: Christmas Suicides Come Earlier Every Year,1
6132,Area Man Suspicious Of Subway Wrap,1
6133,"I'm Glad I Don't Have A Brain Yet, Because I Hate Elitism",1
6134,Charlie Rose,1
6135,Palin Family Just Sitting Around Living Room Eating Jerky,1
6136,Paris Hilton's My New BFF,1
6137,Researcher Secures Funding To Harass Living Shit Out Of Puffer Fish,1
6138,Depressed Carpet Cleaner Turns Vacuum On Himself,1
6139,Lawyers Charge Too Much,1
6140,Area Boy Enters Jumping-And-Touching-Tops-Of-Doorways Phase,1
6141,Your Horoscope,1
6142,Economic Crisis Traced To Bounced Check For $16,1
6143,Fleet Of Alien Destroyers Demand Details Of Obama's Universal Health Care Plan,1
6144,Child So Stupid She Sees Letters Backwards,1
6145,"Dream About You Not Sexual, Coworker Reports",1
6146,Amish Give Up,1
6147,All Larry King's Men,1
6148,Study Finds No Logical Reason Why Planes Fly,1
6149,Sci-Fi Channel Launches ,1
6150,Dirty Sexy Money,1
6151,Widow Out-Mourned,1
6152,Mayday! Mayday! McCain Is Going Down!,1
6153,'I Am Under 18' Button Clicked For First Time In History Of Internet,1
6154,"Man Covered In Flour, Chicken Feathers Has Everything Under Control",1
6155,Barack Obama's And Manuela Fonetcilla's Race Problem Or Whatever Her Problem Is,1
6156,Your Horoscope,1
6157,Colombian Bio-Engineers Create Gun-And-Drugs Tree,1
6158,Bloody 'ell! Voter Registration Deadlines Are Nearly 'ere!,1
6159,Scott Bakula Jumps Into McCain's Body Just Before Election,1
6160,Financial Planner Advises Shorter Life Span,1
6161,"Michelle Obama All That Stands Between Love-Struck Media, Barack Obama",1
6162,U.S. Navy Will Now Refer To Left And Right As 'Thunk' And 'Moosh-Baroo',1
6163,"The Anti-Obama Attack Campaign Is Developing, And So am I!",1
6164,The Suspense! It's Killing Me!!,1
6165,No Luck In Muscatine,1
6166,Obama Clinches 'Joe Cabernet Sauvignon' Vote,1
6167,Our Nation's Prisons Are A Shambles,1
6168,Your Horoscope,1
6169,"Historical Archives: By Many On-Lookers And Passers-Bye, Seen To Depart Out Mortal Vale In A Boothe",1
6170,Historical Archives: Two Feared Dead In Near-By Child-Birth,1
6171,Historical Archives: Kid-ney Bean Shaped Organ Recently Discovered,1
6172,Historical Archives: Immoral Woodcut Discovered In Hay Loft,1
6173,Historical Archives: To Be Sold - Two Chamber Pot House,1
6174,"Historical Archives: A Most Drunken John Adams Makes The Promise To ""Put"" Man Upon The Moon",1
6175,Historical Archives: A Puzzle For The Mind,1
6176,Historical Archives: A Jest For You,1
6177,Historical Archives: Dances You May Wish To Try,1
6178,Historical Archives: Opera Lyrics Blamed For Recent Spate Of Regicides,1
6179,Historical Archives: Last Month's Weather,1
6180,"Historical Archives: A Brief ""Bring-You-Up-To-Date""",1
6181,Historical Archives: Weekley Duel Results,1
6182,"Historical Archives: Civil War Pre-Enactors Have Stage'd ""Battle of Bull Run""",1
6183,Historical Archives: To-day In American History,1
6184,Historical Archives: A Salt Cake Recipe,1
6185,Historical Archives: A Mischievous Woman Wander'd Outside Of Home,1
6186,Historical Archives: New Whimsical Tune Helps Drown Out Cries Of Anguish,1
6187,Historical Archives: Will New York Someday Be Too Crowded For Farming?,1
6188,Historical Archives: Only Thirteen Thousand Acres Of Forest Remaining On Manhattan Island,1
6189,"Historical Archives: ""Urban Sprawling"" So Severe, Settlement's Cooking-Fires Can Be Seen From As Far As Greenwich Village",1
6190,Special Report: The Great Onion Schism Of 1783,1
6191,Special Report: Top Entertainers Of 1783,1
6192,Special Report: The Fabrics Of 1783,1
6193,Special Report: How The Onion Was Printed In 1783,1
6194,Special Report: Adultery And Crime In 1783,1
6195,Historical Archives: M. Webster’s New “Dictionary” Shall Burden Us With A Tyranny Of Words,1
6196,Unknown Gunman In Hardee's Parking Lot On Verge Of International Fame,1
6197,Community Leaders Outraged Over Porn Video,1
6198,Historical Archives: New York Threatened By O'er-Crowding As Population Climbs To Twelve Thousands,1
6199,Historical Archives: Owls Deemed Arse-Holes,1
6200,Historical Archives: 14 Are Killed In 6-Hour-Long Schoolhouse Musket Shooting,1
6201,Historical Archives: Benedict Arnold Is A Modern Day's Anthony Babington,1
6202,Historical Archives: Citizens Are Now Free to Practise Any Form Of Protestantism They Want,1
6203,Historical Archives: Local Black-Smith is Disappointed By Son's Wishes To Be-Come a Wheel-Wright,1
6204,Historical Archives: Popular Hymns heard sung of late.,1
6205,Historical Archives: Humor In Shackles,1
6206,"Historical Archives: New Daily News, Paper Makes Mockery Of Seven-Day News Cycle",1
6207,Historical Archives: To Be Sold - Carved Wooden Heads,1
6208,Historical Archives: One May Now Toil From Home,1
6209,Historical Archives: Secret Society Of Free-Bakers Has Fail'd To Gain Influence,1
6210,Historical Archives: News Of Revolutionary War's Conclusion Finally Reaches Southwestern Pennsilvania,1
6211,Historical Archives: Ship's Log,1
6212,Historical Archives: Alexander Hamilton Challenges Nation To A Duel,1
6213,Historical Archives: A Most Amusing Duck Delays The Local Noontime Pillorying,1
6214,Hard Times Hit Springsteenville,1
6215,"Historical Archives: Facial Corsets For Ladies, Finally",1
6216,"Historical Archives: Satan, Dark Harbinger Of Wickedness, Afflickts Townsfolk With String Of Ploughing Mishaps",1
6217,Historical Archives: To Be Sold - Rather Large Buttons,1
6218,Historical Archives: Our Nation's Monthly Leisure Time Rises To A Staggering Total Of Three Minutes,1
6219,Historical Archives: Rural Quaker Scandalized By Intricate Furniture Pattern!,1
6220,Historical Archives: The Twenty Top-Most Books In Print At Present,1
6221,I'm Sitting On A Pretty Big Story,1
6222,We Must Lower Age-Of-Consent Laws,1
6223,Police: iPhone Left In Hot Car For Three Hours,1
6224,"Begging Your Pardon, Chaps, No Blog Today",1
6225,Bush Goes Blonde For Remainder Of Presidency,1
6226,Historical Archives: Thousands More Teeth Lost,1
6227,Historical Archives: John Jacob Astor Out Looking For Beaver,1
6228,Historical Archives: That Inspirational Piper of '76 Has At Last Succumbed To His Head-Wounds,1
6229,Historical Archives: To Be Sold - Tri-Cornered Shoes,1
6230,Historical Archives: Notice To The Publik,1
6231,Historical Archives: Bald Eagles Evr'y Where,1
6232,Historical Archives: Wide-Spread Powder Shortage Confounds Nation's Bewigged.,1
6233,Historical Archives: Amazing Publick Spectacle!,1
6234,Historical Archives: Masthead,1
6235,Looks Like I'm Not The Only One Growing A Pair Of Balls,1
6236,Has It Biodegraded?,1
6237,Children Are Our Most Precious Natural Resource (Updated),1
6238,"I've 'eard Me First Debate, I 'ave!",1
6239,Man With Food In Beard Saying Something About Climate Change,1
6240,Historical Archives: Hay Thieves Strike Again,1
6241,God Savoring Vast Array Of Cubs-Cursing Options,1
6242,Richard Branson Purchases Remainder Of North Pole,1
6243,Historical Archives: The World's Tallest Man Towers At Five Feet And Eleven Inches,1
6244,"40,000 Pounds Of Slave Have Been Lost At Sea",1
6245,Historical Archives: General Washington Hints At A 'Bid' For Presidency in 1789,1
6246,Historical Archives: Iroquois Inſurgency Quelled By Gov’t.!,1
6247,Historical Archives: Mule-Deaths Of Late,1
6248,Historical Archives: The Surgeon General Has Added Snuff To Tobacco Pyramid,1
6249,Date Line,1
6250,Header Image,1
